fieldid priority
868 9.0
796 9.0
825 9.0
253 8.0
276 8.0
377 8.0
429 8.0
454 8.0
506 8.0
532 8.0
606 8.0
632 8.0
722 8.0
740 8.0
762 8.0
699 8.0
833 8.0
866 8.0
776 7.0
228 7.0
302 7.0
326 7.0
352 7.0
404 7.0
480 7.0
849 7.0
557 7.0
583 7.0
207 7.0
654 7.0
679 7.0
867 7.0
808 6.0
775 5.0
807 5.0
834 4.0
327 4.0
848 4.0
826 3.0
723 3.0
698 3.0
353 2.0
739 2.0
481 2.0
854 2.0
853 1.0
850 1.0
865 1.0
761 1.0
