fieldid priority
833 10.0
775 9.0
807 9.0
739 9.0
207 8.0
583 8.0
480 8.0
632 8.0
653 8.0
679 8.0
698 8.0
722 8.0
453 8.0
403 8.0
532 8.0
352 8.0
825 8.0
326 8.0
302 8.0
849 8.0
253 8.0
227 8.0
556 8.0
428 7.0
377 7.0
275 7.0
506 7.0
606 7.0
867 7.0
796 7.0
866 7.0
853 6.0
868 5.0
761 5.0
762 5.0
848 5.0
795 3.0
826 3.0
276 2.0
454 2.0
429 2.0
850 2.0
605 1.0
301 1.0
806 1.0
505 1.0
376 1.0
