fieldid priority
372 5.0
824 5.0
772 5.0
551 5.0
675 5.0
719 5.0
830 5.0
501 4.0
347 4.0
475 4.0
321 4.0
850 4.0
424 4.0
601 4.0
628 4.0
648 4.0
527 4.0
297 4.0
849 4.0
735 4.0
759 4.0
270 4.0
249 4.0
794 4.0
825 4.0
803 3.0
579 3.0
398 3.0
804 3.0
829 3.0
848 3.0
449 3.0
320 2.0
371 2.0
600 2.0
248 2.0
399 2.0
423 2.0
448 2.0
500 2.0
578 2.0
771 2.0
793 2.0
348 1.0
676 1.0
694 1.0
851 1.0
