fieldid priority
873 9.0
334 8.0
826 8.0
539 8.0
514 8.0
726 8.0
747 8.0
764 8.0
783 8.0
385 8.0
359 8.0
589 8.0
564 8.0
839 8.0
308 8.0
848 8.0
859 8.0
864 8.0
874 8.0
436 7.0
284 7.0
259 7.0
461 7.0
487 7.0
236 7.0
662 7.0
212 7.0
637 7.0
684 7.0
706 7.0
614 7.0
798 7.0
814 7.0
872 6.0
565 5.0
411 5.0
840 5.0
258 4.0
875 4.0
410 4.0
797 3.0
765 3.0
865 1.0
860 1.0
235 1.0
879 1.0
