fieldid priority
853 10.0
849 9.0
825 9.0
678 8.0
761 8.0
252 8.0
275 8.0
301 8.0
376 8.0
479 8.0
505 8.0
582 8.0
605 8.0
631 8.0
722 8.0
206 8.0
531 7.0
806 7.0
325 7.0
351 7.0
428 7.0
453 7.0
774 7.0
867 7.0
697 7.0
652 6.0
795 6.0
555 6.0
402 5.0
852 5.0
850 5.0
739 5.0
807 5.0
226 5.0
775 4.0
848 4.0
738 4.0
833 4.0
227 4.0
403 4.0
796 4.0
653 4.0
866 3.0
826 2.0
698 2.0
556 2.0
274 2.0
207 1.0
679 1.0
721 1.0
762 1.0
