fieldid priority
873 16.0
705 8.0
813 8.0
234 8.0
282 8.0
358 8.0
409 8.0
460 8.0
486 8.0
537 8.0
660 8.0
725 8.0
764 8.0
211 8.0
875 8.0
848 8.0
858 8.0
865 8.0
838 8.0
826 7.0
588 7.0
257 7.0
307 7.0
333 7.0
383 7.0
435 7.0
871 7.0
512 7.0
563 7.0
612 7.0
636 7.0
683 7.0
745 7.0
746 7.0
781 7.0
797 7.0
613 6.0
864 5.0
872 4.0
878 3.0
874 3.0
879 3.0
876 2.0
857 1.0
