fieldid priority
760 9.0
825 9.0
205 8.0
477 8.0
737 8.0
603 8.0
553 8.0
529 8.0
795 8.0
503 8.0
451 8.0
426 8.0
832 8.0
374 8.0
323 8.0
299 8.0
677 8.0
695 7.0
851 7.0
630 7.0
650 7.0
852 7.0
849 7.0
850 7.0
805 7.0
831 6.0
349 6.0
273 6.0
251 5.0
401 5.0
773 5.0
581 5.0
224 5.0
721 5.0
720 5.0
250 4.0
272 4.0
580 4.0
225 4.0
848 4.0
350 3.0
629 3.0
400 3.0
651 3.0
824 3.0
794 3.0
736 3.0
300 2.0
826 2.0
761 2.0
696 2.0
530 1.0
554 1.0
