fieldid priority
834 9.0
868 8.0
762 8.0
277 8.0
303 8.0
353 8.0
378 8.0
430 8.0
455 8.0
507 8.0
533 8.0
584 8.0
607 8.0
680 8.0
208 8.0
825 8.0
808 8.0
866 8.0
854 8.0
796 8.0
229 7.0
254 7.0
327 7.0
481 7.0
558 7.0
776 7.0
633 7.0
867 7.0
723 7.0
655 7.0
848 6.0
849 6.0
699 6.0
404 6.0
700 5.0
740 5.0
777 4.0
826 4.0
741 4.0
405 3.0
557 2.0
833 2.0
865 2.0
809 1.0
654 1.0
228 1.0
