fieldid priority
804 10.0
794 10.0
449 9.0
694 9.0
649 8.0
528 8.0
552 8.0
579 8.0
601 8.0
628 8.0
424 8.0
399 8.0
372 8.0
348 8.0
501 8.0
223 8.0
298 8.0
271 8.0
249 8.0
849 8.0
824 8.0
830 8.0
321 7.0
476 7.0
825 7.0
850 7.0
772 7.0
676 7.0
831 6.0
204 6.0
719 6.0
759 6.0
851 5.0
848 5.0
720 4.0
760 4.0
203 4.0
735 3.0
736 3.0
629 2.0
475 2.0
648 2.0
675 2.0
322 2.0
795 2.0
829 2.0
551 1.0
803 1.0
805 1.0
