fieldid priority
861 9.0
848 9.0
826 9.0
213 8.0
567 8.0
617 8.0
438 8.0
685 8.0
709 8.0
727 8.0
413 8.0
765 8.0
785 8.0
798 8.0
816 8.0
337 8.0
310 8.0
862 8.0
591 8.0
361 7.0
387 7.0
286 7.0
260 7.0
238 7.0
464 7.0
516 7.0
541 7.0
864 7.0
639 7.0
664 7.0
863 7.0
842 7.0
490 6.0
749 6.0
750 6.0
841 6.0
287 4.0
489 3.0
463 3.0
214 3.0
817 3.0
847 3.0
860 2.0
616 1.0
665 1.0
766 1.0
