fieldid priority
841 9.0
213 8.0
784 8.0
412 8.0
336 8.0
515 8.0
540 8.0
566 8.0
590 8.0
663 8.0
685 8.0
708 8.0
360 8.0
749 8.0
765 8.0
386 8.0
862 8.0
864 8.0
861 8.0
860 8.0
826 8.0
848 8.0
798 8.0
237 8.0
463 7.0
616 7.0
286 7.0
489 7.0
309 7.0
260 7.0
727 7.0
863 7.0
437 6.0
638 6.0
816 6.0
815 5.0
639 4.0
310 3.0
285 3.0
664 3.0
438 3.0
684 2.0
748 2.0
785 2.0
874 2.0
873 1.0
840 1.0
847 1.0
