fieldid priority
873 11.0
877 9.0
796 8.0
230 8.0
329 8.0
354 8.0
379 8.0
508 8.0
534 8.0
559 8.0
585 8.0
656 8.0
680 8.0
701 8.0
778 8.0
723 8.0
855 8.0
825 8.0
835 8.0
866 8.0
809 7.0
608 7.0
482 7.0
634 7.0
456 7.0
431 7.0
848 7.0
742 7.0
304 7.0
278 7.0
255 7.0
406 7.0
854 6.0
865 6.0
209 6.0
208 6.0
681 5.0
762 5.0
763 5.0
849 4.0
826 4.0
724 4.0
777 4.0
876 3.0
869 3.0
810 3.0
797 3.0
609 2.0
867 2.0
741 1.0
