fieldid priority
868 9.0
796 9.0
825 9.0
808 8.0
654 8.0
679 8.0
557 8.0
481 8.0
740 8.0
762 8.0
776 8.0
454 8.0
429 8.0
404 8.0
378 8.0
327 8.0
228 8.0
866 8.0
607 7.0
353 7.0
507 7.0
533 7.0
253 7.0
584 7.0
632 7.0
867 7.0
699 7.0
834 7.0
723 7.0
207 7.0
849 6.0
276 6.0
854 5.0
833 5.0
848 5.0
303 5.0
302 5.0
680 4.0
208 4.0
254 4.0
633 4.0
277 3.0
722 3.0
826 3.0
583 2.0
377 2.0
506 1.0
865 1.0
807 1.0
