153.41229 -45.86802
153.56705 -44.14311
153.58436 -43.95772
153.72511 -42.23417
153.73935 -42.05405
153.86784 -40.33014
153.88152 -40.14465
153.99914 -38.41868
156.20431 -38.48744
156.37024 -38.49305
158.57642 -38.51593
158.73717 -38.51680
160.94338 -38.49391
161.10943 -38.48845
163.31463 -38.41966
163.43228 -40.14564
163.44518 -40.33040
163.57368 -42.05431
163.58658 -42.23447
163.72729 -43.95803
163.74324 -44.14340
163.89792 -45.86831
161.41692 -45.95300
161.22979 -45.95541
158.74588 -45.98359
158.56424 -45.98312
156.08036 -45.95488
155.89328 -45.95277
153.41229 -45.86802
