330.14889 -31.51672
330.22383 -29.78955
330.23274 -29.60391
330.30129 -27.87834
330.30831 -27.69802
330.37108 -25.97231
330.37794 -25.78663
330.43538 -24.05904
332.32785 -24.09863
332.47018 -24.10277
334.36173 -24.11594
334.49954 -24.11681
336.39109 -24.10364
336.53353 -24.09964
338.42602 -24.06004
338.48347 -25.78763
338.48969 -25.97257
338.55246 -27.69828
338.55836 -27.87862
338.62689 -29.60419
338.63468 -29.78979
338.70958 -31.51697
336.68255 -31.56649
336.52983 -31.56713
334.50328 -31.58360
334.35513 -31.58313
332.32859 -31.56663
332.17591 -31.56629
330.14889 -31.51672
