342.24357 -27.92641
342.30584 -26.19893
342.31339 -26.01324
342.37020 -24.28739
342.37603 -24.10704
342.42783 -22.38108
342.43353 -22.19538
342.48068 -20.46756
344.32524 -20.50099
344.46396 -20.50483
346.30737 -20.51594
346.44166 -20.51681
348.28508 -20.50569
348.42391 -20.50200
350.26848 -20.46856
350.31564 -22.19638
350.32072 -22.38134
350.37253 -24.10730
350.37726 -24.28767
350.43405 -26.01352
350.44052 -26.19916
350.50276 -27.92664
348.54693 -27.96918
348.39960 -27.96946
346.44460 -27.98360
346.30167 -27.98314
344.34668 -27.96897
344.19940 -27.96897
342.24357 -27.92641
