324.84535 -24.33547
324.89659 -22.60774
324.90296 -22.42202
324.94944 -20.69595
324.95422 -20.51558
324.99629 -18.78942
325.00096 -18.60369
325.03891 -16.87569
326.84483 -16.90324
326.98064 -16.90678
328.78524 -16.91594
328.91670 -16.91681
330.72131 -16.90765
330.85722 -16.90426
332.66315 -16.87670
332.70110 -18.60469
332.70518 -18.78968
332.74725 -20.51584
332.75097 -20.69622
332.79743 -22.42230
332.80275 -22.60796
332.85396 -24.33569
330.95732 -24.37168
330.81446 -24.37164
328.91892 -24.38360
328.78034 -24.38314
326.88480 -24.37115
326.74199 -24.37149
324.84535 -24.33547
