192.03108 -13.56005
192.05564 -11.83184
192.05915 -11.64607
192.08021  -9.91957
192.08238  -9.73916
192.10008  -8.01263
192.10217  -7.82686
192.11662  -6.09854
193.85467  -6.10957
193.98538  -6.11229
195.72183  -6.11595
195.84833  -6.11682
197.58478  -6.11315
197.71559  -6.11059
199.45365  -6.09956
199.46810  -7.82788
199.46962  -8.01289
199.48733  -9.73942
199.48849  -9.91983
199.50953 -11.64633
199.51206 -11.83204
199.53660 -13.56025
197.75884 -13.57848
197.62497 -13.57755
195.84874 -13.58361
195.71890 -13.58315
193.94267 -13.57707
193.80885 -13.57830
192.03108 -13.56005
