216.05727 -17.15220
216.08992 -15.42411
216.09430 -15.23835
216.12314 -13.51196
216.12611 -13.33155
216.15135 -11.60511
216.15424 -11.41935
216.17603  -9.69111
217.92925  -9.70751
218.06110  -9.71050
219.81278  -9.71595
219.94039  -9.71682
221.69207  -9.71136
221.82402  -9.70853
223.57724  -9.69212
223.59904 -11.42036
223.60135 -11.60537
223.62659 -13.33181
223.62854 -13.51222
223.65737 -15.23861
223.66075 -15.42431
223.69338 -17.15240
221.88475 -17.17631
221.74855 -17.17566
219.94135 -17.18361
219.80925 -17.18314
218.00205 -17.17518
217.86590 -17.17612
216.05727 -17.15220
