 29.53456 -53.03320
 29.76474 -51.31060
 29.78985 -51.12546
 29.99672 -49.40391
 30.01748 -49.22399
 30.20442 -47.50185
 30.22408 -47.31654
 30.39371 -45.59212
 32.86229 -45.68007
 33.04813 -45.68664
 35.52006 -45.71592
 35.70020 -45.71679
 38.17218 -45.68750
 38.35815 -45.68108
 40.82678 -45.59310
 40.99644 -47.31752
 41.01522 -47.50211
 41.20216 -49.22425
 41.22139 -49.40423
 41.42821 -51.12578
 41.45175 -51.31092
 41.68182 -53.03353
 38.80984 -53.14334
 38.59298 -53.14701
 35.71344 -53.18358
 35.50283 -53.18311
 32.62332 -53.14647
 32.40652 -53.14309
 29.53456 -53.03320
