111.01004 -20.74403
111.05150 -19.01610
111.05683 -18.83036
111.09407 -17.10411
111.09790 -16.92372
111.13120 -15.19740
111.13494 -15.01165
111.16450 -13.28351
112.94019 -13.30541
113.07373 -13.30867
114.84797 -13.31595
114.97722 -13.31682
116.75147 -13.30953
116.88510 -13.30643
118.66080 -13.28452
118.69037 -15.01266
118.69353 -15.19766
118.72683 -16.92398
118.72962 -17.10438
118.76685 -18.83063
118.77115 -19.01631
118.81259 -20.74425
116.96463 -20.77405
116.82546 -20.77370
114.97879 -20.78361
114.84379 -20.78314
112.99712 -20.77321
112.85800 -20.77386
111.01004 -20.74403
