 23.09638 -31.51672
 23.17132 -29.78955
 23.18023 -29.60391
 23.24878 -27.87834
 23.25580 -27.69802
 23.31857 -25.97231
 23.32543 -25.78663
 23.38287 -24.05904
 25.27534 -24.09863
 25.41767 -24.10277
 27.30922 -24.11594
 27.44703 -24.11681
 29.33858 -24.10364
 29.48102 -24.09964
 31.37351 -24.06004
 31.43096 -25.78763
 31.43718 -25.97257
 31.49995 -27.69828
 31.50585 -27.87862
 31.57438 -29.60419
 31.58217 -29.78979
 31.65707 -31.51697
 29.63004 -31.56649
 29.47732 -31.56713
 27.45077 -31.58360
 27.30262 -31.58313
 25.27608 -31.56663
 25.12340 -31.56629
 23.09638 -31.51672
