248.17007 -38.69483
248.27737 -36.96854
248.28971 -36.78299
248.38788 -35.05821
248.39788 -34.87796
248.48791 -33.15296
248.49761 -32.96736
248.58029 -31.24040
250.60126 -31.29347
250.75328 -31.29829
252.77403 -31.31593
252.92125 -31.31680
254.94202 -31.29914
255.09415 -31.29447
257.11515 -31.24140
257.19784 -32.96835
257.20685 -33.15322
257.29688 -34.87823
257.30567 -35.05850
257.40381 -36.78328
257.41493 -36.96880
257.52217 -38.69510
255.30838 -38.76043
255.14151 -38.76187
252.92704 -38.78359
252.76513 -38.78313
250.55067 -38.76135
250.38385 -38.76021
248.17007 -38.69483
