296.07921 -24.33547
296.13045 -22.60774
296.13682 -22.42202
296.18330 -20.69595
296.18808 -20.51558
296.23015 -18.78942
296.23482 -18.60369
296.27277 -16.87569
298.07869 -16.90324
298.21450 -16.90678
300.01910 -16.91594
300.15056 -16.91681
301.95517 -16.90765
302.09108 -16.90426
303.89701 -16.87670
303.93496 -18.60469
303.93904 -18.78968
303.98111 -20.51584
303.98483 -20.69622
304.03129 -22.42230
304.03661 -22.60796
304.08782 -24.33569
302.19118 -24.37168
302.04832 -24.37164
300.15278 -24.38360
300.01420 -24.38314
298.11866 -24.37115
297.97585 -24.37149
296.07921 -24.33547
