255.39644 -81.89101
259.98496 -80.31374
260.39573 -80.14151
263.57056 -78.51741
263.85160 -78.34601
266.16573 -76.69307
266.38216 -76.51419
268.13660 -74.84100
274.70492 -75.15657
275.20769 -75.17470
281.97008 -75.28120
282.46515 -75.28207
289.22791 -75.17550
289.73114 -75.15751
296.29978 -74.84185
298.05470 -76.51501
298.26801 -76.69332
300.58225 -78.34625
300.85852 -78.51796
304.03285 -80.14210
304.43803 -80.31463
309.02509 -81.89203
297.08717 -82.50326
296.11505 -82.53344
282.70877 -82.74874
281.70886 -82.74825
268.30429 -82.53252
267.33210 -82.50261
255.39644 -81.89101
