 36.69298 -13.56005
 36.71754 -11.83184
 36.72105 -11.64607
 36.74211  -9.91957
 36.74428  -9.73916
 36.76198  -8.01263
 36.76407  -7.82686
 36.77852  -6.09854
 38.51657  -6.10957
 38.64728  -6.11229
 40.38373  -6.11595
 40.51023  -6.11682
 42.24668  -6.11315
 42.37749  -6.11059
 44.11555  -6.09956
 44.13000  -7.82788
 44.13152  -8.01289
 44.14923  -9.73942
 44.15039  -9.91983
 44.17143 -11.64633
 44.17396 -11.83204
 44.19850 -13.56025
 42.42074 -13.57848
 42.28687 -13.57755
 40.51064 -13.58361
 40.38080 -13.58315
 38.60457 -13.57707
 38.47075 -13.57830
 36.69298 -13.56005
