 41.38813 -27.92641
 41.45040 -26.19893
 41.45795 -26.01324
 41.51476 -24.28739
 41.52059 -24.10704
 41.57239 -22.38108
 41.57809 -22.19538
 41.62524 -20.46756
 43.46980 -20.50099
 43.60852 -20.50483
 45.45193 -20.51594
 45.58622 -20.51681
 47.42964 -20.50569
 47.56847 -20.50200
 49.41304 -20.46856
 49.46020 -22.19638
 49.46528 -22.38134
 49.51709 -24.10730
 49.52182 -24.28767
 49.57861 -26.01352
 49.58508 -26.19916
 49.64732 -27.92664
 47.69149 -27.96918
 47.54416 -27.96946
 45.58916 -27.98360
 45.44623 -27.98314
 43.49124 -27.96897
 43.34396 -27.96897
 41.38813 -27.92641
