195.56970 -74.36664
196.88428 -72.67886
197.01377 -72.49714
198.06971 -70.80276
198.16971 -70.62538
199.03665 -68.92493
199.12253 -68.74175
199.84648 -67.03496
204.26507 -67.23626
204.59961 -67.24854
209.06794 -67.31587
209.39410 -67.31674
213.86259 -67.24937
214.19741 -67.23723
218.61617 -67.03589
219.34029 -68.74266
219.42433 -68.92518
220.29130 -70.62563
220.38832 -70.80318
221.44402 -72.49758
221.57024 -72.67942
222.88421 -74.36725
216.50570 -74.66856
216.01597 -74.68199
209.46705 -74.78350
208.98619 -74.78302
202.43755 -74.68130
201.94788 -74.66815
195.56970 -74.36664
