fieldid priority
647 5.0
793 5.0
319 5.0
370 5.0
626 5.0
674 5.0
758 5.0
247 5.0
829 5.0
577 4.0
828 4.0
499 4.0
849 4.0
473 4.0
447 4.0
422 4.0
397 4.0
718 4.0
346 4.0
734 4.0
848 4.0
296 4.0
824 4.0
802 4.0
599 4.0
526 3.0
269 3.0
268 3.0
823 3.0
825 3.0
771 3.0
692 3.0
693 3.0
770 3.0
550 2.0
525 2.0
794 2.0
673 2.0
827 2.0
803 2.0
295 2.0
733 2.0
396 1.0
345 1.0
717 1.0
474 1.0
627 1.0
850 1.0
