fieldid priority
849 19.0
850 18.0
824 16.0
830 15.0
829 14.0
848 13.0
825 12.0
794 10.0
803 9.0
759 8.0
735 6.0
719 6.0
648 5.0
804 5.0
675 5.0
772 5.0
203 4.0
578 4.0
551 4.0
500 4.0
222 4.0
270 4.0
793 4.0
423 3.0
347 3.0
297 3.0
771 3.0
527 3.0
320 3.0
475 3.0
448 3.0
600 3.0
398 3.0
248 3.0
321 2.0
627 2.0
371 2.0
823 2.0
249 2.0
628 2.0
851 1.0
372 1.0
579 1.0
601 1.0
