fieldid priority
861 9.0
848 9.0
750 8.0
361 8.0
490 8.0
516 8.0
541 8.0
567 8.0
617 8.0
639 8.0
863 8.0
685 8.0
709 8.0
727 8.0
387 8.0
413 8.0
826 8.0
785 8.0
798 8.0
238 8.0
287 8.0
260 7.0
464 7.0
862 7.0
842 7.0
591 7.0
765 7.0
438 7.0
664 7.0
310 7.0
337 7.0
816 6.0
864 6.0
214 5.0
665 5.0
213 5.0
817 4.0
841 4.0
749 3.0
766 3.0
261 3.0
847 3.0
439 2.0
786 2.0
728 1.0
286 1.0
860 1.0
