fieldid priority
246 5.0
295 5.0
646 5.0
318 5.0
673 5.0
823 5.0
369 5.0
770 5.0
525 4.0
576 4.0
848 4.0
549 4.0
692 4.0
717 4.0
733 4.0
757 4.0
625 4.0
498 4.0
599 4.0
421 4.0
396 4.0
802 4.0
824 4.0
345 4.0
828 4.0
268 4.0
472 3.0
849 3.0
801 3.0
758 3.0
829 3.0
792 3.0
793 3.0
626 3.0
827 3.0
825 2.0
247 2.0
267 2.0
847 2.0
598 2.0
473 2.0
691 2.0
822 1.0
294 1.0
769 1.0
524 1.0
647 1.0
