fieldid priority
877 9.0
854 9.0
835 8.0
633 8.0
608 8.0
762 8.0
777 8.0
559 8.0
809 8.0
825 8.0
482 8.0
680 8.0
456 8.0
405 8.0
866 8.0
328 8.0
304 8.0
278 8.0
431 7.0
379 7.0
354 7.0
508 7.0
534 7.0
585 7.0
230 7.0
656 7.0
723 7.0
208 7.0
796 7.0
741 7.0
254 6.0
855 6.0
848 6.0
700 6.0
701 6.0
865 5.0
868 5.0
873 5.0
849 5.0
255 5.0
867 5.0
763 4.0
826 4.0
634 4.0
876 2.0
869 2.0
834 2.0
558 2.0
724 1.0
742 1.0
797 1.0
229 1.0
778 1.0
