fieldid priority
864 10.0
860 9.0
848 9.0
663 8.0
540 8.0
360 8.0
727 8.0
590 8.0
566 8.0
784 8.0
798 8.0
826 8.0
386 8.0
515 8.0
237 8.0
213 8.0
684 8.0
488 7.0
462 7.0
615 7.0
638 7.0
748 7.0
335 7.0
309 7.0
765 7.0
815 7.0
840 7.0
285 7.0
259 7.0
437 7.0
412 6.0
874 6.0
707 6.0
708 6.0
873 5.0
841 5.0
863 5.0
336 4.0
411 3.0
726 3.0
861 3.0
212 3.0
859 2.0
