fieldid priority
832 11.0
795 10.0
721 9.0
825 9.0
773 9.0
205 8.0
554 8.0
852 8.0
630 8.0
273 8.0
603 8.0
581 8.0
530 8.0
677 8.0
503 8.0
478 8.0
300 8.0
451 8.0
426 8.0
401 8.0
374 8.0
651 8.0
696 8.0
350 8.0
251 8.0
737 8.0
850 8.0
225 8.0
849 8.0
851 7.0
760 6.0
761 5.0
323 5.0
324 5.0
848 4.0
824 3.0
831 2.0
806 2.0
805 2.0
695 2.0
299 1.0
853 1.0
375 1.0
477 1.0
529 1.0
604 1.0
720 1.0
826 1.0
650 1.0
