fieldid priority
860 11.0
864 9.0
663 8.0
615 8.0
638 8.0
515 8.0
462 8.0
437 8.0
727 8.0
748 8.0
386 8.0
784 8.0
798 8.0
815 8.0
826 8.0
309 8.0
848 8.0
285 8.0
237 8.0
590 8.0
360 7.0
412 7.0
336 7.0
259 7.0
540 7.0
566 7.0
213 7.0
684 7.0
708 7.0
765 7.0
841 6.0
863 6.0
874 5.0
488 5.0
840 5.0
685 4.0
489 4.0
861 4.0
873 4.0
260 4.0
616 3.0
816 2.0
463 2.0
749 2.0
859 1.0
726 1.0
