fieldid priority
873 16.0
877 9.0
609 8.0
657 8.0
681 8.0
702 8.0
509 8.0
483 8.0
778 8.0
457 8.0
432 8.0
406 8.0
810 8.0
836 8.0
848 8.0
279 8.0
255 8.0
865 8.0
231 8.0
869 8.0
634 8.0
380 7.0
355 7.0
330 7.0
305 7.0
535 7.0
560 7.0
586 7.0
209 7.0
825 7.0
797 7.0
724 7.0
742 7.0
855 7.0
763 7.0
826 6.0
876 6.0
796 5.0
856 5.0
329 4.0
849 4.0
866 4.0
585 3.0
779 3.0
304 3.0
743 3.0
835 2.0
701 2.0
