fieldid priority
873 15.0
877 9.0
855 9.0
763 8.0
329 8.0
355 8.0
380 8.0
406 8.0
509 8.0
535 8.0
559 8.0
585 8.0
609 8.0
701 8.0
724 8.0
742 8.0
209 8.0
865 8.0
810 8.0
778 7.0
304 7.0
279 7.0
431 7.0
255 7.0
483 7.0
796 7.0
848 7.0
836 7.0
634 7.0
657 7.0
681 7.0
825 7.0
869 7.0
231 6.0
866 6.0
230 5.0
835 5.0
826 5.0
876 5.0
457 5.0
456 5.0
797 5.0
849 4.0
560 3.0
854 2.0
534 2.0
656 2.0
432 1.0
