fieldid priority
248 5.0
824 5.0
627 5.0
578 5.0
803 5.0
347 5.0
320 5.0
600 5.0
297 5.0
448 4.0
648 4.0
849 4.0
675 4.0
500 4.0
474 4.0
270 4.0
735 4.0
759 4.0
771 4.0
830 4.0
398 4.0
794 4.0
371 4.0
829 4.0
423 4.0
527 3.0
550 3.0
551 3.0
269 3.0
850 3.0
793 3.0
693 3.0
848 3.0
719 3.0
825 3.0
828 2.0
296 2.0
823 2.0
802 2.0
674 2.0
772 2.0
758 2.0
734 2.0
475 2.0
526 2.0
718 2.0
804 1.0
346 1.0
628 1.0
