fieldid priority
873 20.0
879 11.0
876 9.0
878 9.0
611 8.0
587 8.0
561 8.0
536 8.0
763 8.0
780 8.0
797 8.0
811 8.0
408 8.0
356 8.0
865 8.0
331 8.0
870 8.0
306 8.0
281 8.0
658 8.0
381 7.0
433 7.0
458 7.0
484 7.0
511 7.0
256 7.0
232 7.0
724 7.0
635 7.0
848 7.0
877 7.0
875 7.0
869 7.0
857 7.0
682 7.0
210 7.0
837 7.0
826 7.0
744 7.0
725 7.0
703 7.0
856 6.0
872 5.0
874 5.0
280 3.0
849 2.0
382 2.0
