fieldid priority
873 12.0
855 9.0
877 8.0
509 8.0
763 8.0
742 8.0
656 8.0
634 8.0
609 8.0
456 8.0
483 8.0
796 8.0
431 8.0
304 8.0
255 8.0
230 8.0
778 8.0
681 8.0
848 8.0
835 8.0
279 7.0
865 7.0
329 7.0
380 7.0
406 7.0
534 7.0
559 7.0
585 7.0
209 7.0
810 7.0
724 7.0
701 7.0
825 7.0
354 6.0
866 6.0
278 6.0
826 5.0
869 5.0
849 5.0
797 4.0
355 4.0
854 4.0
809 4.0
876 3.0
723 2.0
836 2.0
379 2.0
680 1.0
