fieldid priority
873 10.0
872 9.0
683 8.0
814 8.0
410 8.0
436 8.0
461 8.0
487 8.0
513 8.0
637 8.0
661 8.0
235 8.0
258 8.0
706 8.0
826 8.0
839 8.0
212 8.0
798 7.0
589 7.0
308 7.0
334 7.0
384 7.0
864 7.0
859 7.0
858 7.0
538 7.0
797 7.0
564 7.0
614 7.0
848 7.0
726 7.0
747 7.0
764 7.0
782 7.0
283 7.0
875 6.0
359 6.0
865 5.0
358 5.0
284 5.0
874 4.0
783 3.0
879 2.0
684 2.0
211 2.0
840 1.0
