fieldid priority
873 13.0
855 10.0
877 8.0
778 8.0
230 8.0
304 8.0
355 8.0
380 8.0
431 8.0
509 8.0
559 8.0
585 8.0
634 8.0
656 8.0
724 8.0
763 8.0
701 8.0
810 8.0
865 8.0
796 7.0
848 7.0
255 7.0
279 7.0
329 7.0
406 7.0
456 7.0
483 7.0
534 7.0
209 7.0
681 7.0
742 7.0
609 7.0
825 7.0
869 6.0
866 6.0
835 6.0
836 5.0
849 5.0
826 5.0
876 4.0
797 4.0
657 4.0
854 3.0
535 3.0
809 2.0
