fieldid priority
833 9.0
825 9.0
807 9.0
679 8.0
775 8.0
867 8.0
428 8.0
698 8.0
722 8.0
739 8.0
480 8.0
403 8.0
583 8.0
532 8.0
556 8.0
227 8.0
207 8.0
352 8.0
849 8.0
326 8.0
275 8.0
453 8.0
653 8.0
632 7.0
761 7.0
253 7.0
302 7.0
853 7.0
606 6.0
796 6.0
866 6.0
377 5.0
376 5.0
505 5.0
868 4.0
506 4.0
605 4.0
762 4.0
848 4.0
795 3.0
850 3.0
301 3.0
252 2.0
631 2.0
806 2.0
826 2.0
325 1.0
531 1.0
678 1.0
774 1.0
206 1.0
